college,hair,log_income
TRUE,Other Color,6.585975971250662
TRUE,Other Color,6.268532938509273
FALSE,Brown,5.813569502697891
FALSE,Brown,5.505264937813648
TRUE,Brown,5.2009478143156205
FALSE,Brown,4.590661369908826
TRUE,Other Color,4.09762778390908
FALSE,Other Color,6.012505100276561
TRUE,Other Color,5.309232752632888
FALSE,Brown,6.0800632216988095
FALSE,Other Color,7.3058790601274906
FALSE,Brown,5.53448121240683
FALSE,Brown,4.947268205585322
FALSE,Other Color,6.0098803238208705
TRUE,Other Color,4.756171897062974
FALSE,Brown,5.539103454188182
FALSE,Other Color,6.898435181867347
TRUE,Other Color,4.588878488459237
TRUE,Other Color,4.26201505145238
FALSE,Brown,4.032819140885868
FALSE,Brown,6.33965412665599
TRUE,Other Color,5.7973116221264736
FALSE,Other Color,6.2720090539840285
FALSE,Brown,5.851093203049517
FALSE,Brown,5.323100777607129
FALSE,Brown,5.340323523177153
TRUE,Other Color,5.282387337578616
FALSE,Other Color,4.317341437592266
FALSE,Other Color,5.127400362543656
TRUE,Other Color,4.895893312044882
FALSE,Brown,5.802970424566676
FALSE,Brown,4.035541359996157
TRUE,Other Color,4.061105946296741
TRUE,Other Color,6.765135353255075
FALSE,Brown,4.933261807340998
TRUE,Brown,6.606252613900821
FALSE,Other Color,6.031112606279603
FALSE,Other Color,4.195741058263253
FALSE,Other Color,4.062511086317815
FALSE,Other Color,4.397970903450888
FALSE,Brown,3.1022192442216254
TRUE,Brown,5.622346971093487
TRUE,Other Color,4.672675967077854
FALSE,Brown,3.6781349481210643
FALSE,Brown,4.246341738069471
FALSE,Other Color,6.213977194504386
FALSE,Other Color,6.145902021060742
FALSE,Other Color,6.188518909590425
FALSE,Brown,4.427812332852316
FALSE,Brown,6.64701810591015
TRUE,Other Color,4.327689030886851
TRUE,Brown,5.951961867008656
FALSE,Other Color,4.822752531509235
FALSE,Other Color,6.420037842738084
FALSE,Other Color,5.695296464522294
FALSE,Brown,3.5539644092688496
FALSE,Brown,6.560246206406756
FALSE,Brown,4.759364250213249
TRUE,Other Color,4.501698649331029
FALSE,Other Color,4.662484992486914
TRUE,Brown,4.084618881542125
FALSE,Brown,4.609529273864752
FALSE,Other Color,3.7483446283928217
TRUE,Other Color,6.658840341956051
TRUE,Brown,5.223992496079544
FALSE,Other Color,2.6996462197130757
FALSE,Other Color,3.7654711880228122
FALSE,Other Color,4.68127148058377
FALSE,Brown,2.303036389153034
FALSE,Brown,2.9889444932703344
FALSE,Other Color,3.2935090378035037
TRUE,Other Color,6.1861579878637585
TRUE,Other Color,5.4679369015722585
FALSE,Other Color,4.792759754264475
FALSE,Other Color,3.580077902108326
FALSE,Other Color,4.52180275148211
FALSE,Brown,3.9011588385930214
FALSE,Brown,5.211478646735087
FALSE,Other Color,5.545317906116735
FALSE,Brown,4.904457104214183
FALSE,Other Color,5.305154547844061
TRUE,Brown,6.36690684498886
FALSE,Brown,5.13318934963744
FALSE,Brown,4.064422426059765
FALSE,Other Color,6.889116423820436
FALSE,Brown,5.342851440976998
FALSE,Brown,4.616323995134427
FALSE,Other Color,4.852642676676351
TRUE,Other Color,5.449339581737571
TRUE,Other Color,5.053151304189607
FALSE,Brown,4.4001193427326255
FALSE,Other Color,5.654057357929755
TRUE,Other Color,5.107505113008925
FALSE,Brown,4.483586799002075
FALSE,Brown,3.2349661900182722
TRUE,Other Color,4.643884284455838
TRUE,Other Color,5.573400281422889
TRUE,Other Color,5.847628128913733
FALSE,Other Color,3.7256596850387838
FALSE,Other Color,6.511318838382058
FALSE,Brown,4.031504341399083
FALSE,Brown,4.489881735715836
TRUE,Other Color,5.377149351105105
FALSE,Other Color,5.41802705667465
FALSE,Brown,5.079211826153302
TRUE,Other Color,4.607434612350827
FALSE,Other Color,3.2516623999337044
TRUE,Other Color,4.142831770162186
TRUE,Other Color,5.464590578973448
FALSE,Other Color,5.353174579731949
FALSE,Other Color,5.2462703233326975
FALSE,Other Color,4.929805810843995
TRUE,Other Color,5.187152106798379
FALSE,Brown,5.202414269294536
FALSE,Brown,8.12575534039356
FALSE,Other Color,5.005566318700964
FALSE,Brown,4.075822536939905
FALSE,Brown,6.157440007980661
TRUE,Other Color,6.660031720719559
TRUE,Other Color,6.038564576413511
FALSE,Other Color,4.879532335126091
FALSE,Brown,3.5312166196445216
FALSE,Brown,5.869866018954183
FALSE,Brown,6.240691423499033
TRUE,Other Color,4.003841752555375
FALSE,Other Color,3.952098703516516
TRUE,Brown,4.616078361160385
TRUE,Other Color,4.29095112852415
FALSE,Brown,5.071634536532105
TRUE,Other Color,3.253238208943366
FALSE,Brown,5.244356316120815
TRUE,Other Color,4.839924557169181
FALSE,Other Color,6.322433598117415
TRUE,Other Color,4.141769718028394
TRUE,Other Color,7.061505491498922
TRUE,Other Color,5.0270101732467065
FALSE,Brown,5.20631297162772
FALSE,Brown,4.287674996927331
TRUE,Other Color,3.3679125274161823
TRUE,Other Color,3.6439242071360054
FALSE,Other Color,5.114659264127363
FALSE,Brown,5.074618112236621
FALSE,Other Color,6.284942800643233
FALSE,Brown,4.982768623620076
TRUE,Other Color,6.485922792491051
FALSE,Other Color,6.699425966442797
FALSE,Other Color,5.269903083954096
FALSE,Brown,6.084497860876444
FALSE,Other Color,4.603236616370899
FALSE,Brown,3.5340097185814856
FALSE,Other Color,4.796807329302078
FALSE,Other Color,4.820210457974212
TRUE,Other Color,4.0088813911681065
FALSE,Brown,4.985890994289105
TRUE,Other Color,6.715078094453435
FALSE,Brown,4.6747563006937645
TRUE,Brown,7.121454509865682
TRUE,Other Color,4.2021736869150565
FALSE,Brown,3.767753851008269
FALSE,Other Color,3.527077047740895
FALSE,Brown,5.454079713240806
FALSE,Other Color,4.731638336020797
FALSE,Other Color,5.128533480407496
FALSE,Other Color,5.966754543145611
FALSE,Other Color,6.3673612039007565
TRUE,Other Color,4.7207422214835795
FALSE,Other Color,6.652369142908593
FALSE,Other Color,4.854214206111766
TRUE,Other Color,4.866784150331464
FALSE,Brown,3.743743314742586
FALSE,Other Color,3.958203722071971
FALSE,Brown,5.007352731903982
FALSE,Brown,5.319465094087839
FALSE,Brown,4.120319814785142
FALSE,Brown,6.205178700931658
TRUE,Brown,6.574701114769042
FALSE,Brown,3.162156187562128
FALSE,Brown,4.386705886875743
FALSE,Other Color,5.719883589457149
FALSE,Other Color,5.96668670040656
TRUE,Other Color,5.397019031554225
FALSE,Brown,4.987625546213898
TRUE,Other Color,5.2620108135728545
TRUE,Other Color,5.6497613480614985
FALSE,Brown,5.290973534541113
FALSE,Other Color,8.298888895496852
TRUE,Other Color,4.447381599393444
FALSE,Brown,4.421608846452249
FALSE,Brown,5.776022526936499
FALSE,Brown,6.216823611358757
TRUE,Brown,5.401402091549741
FALSE,Brown,5.171511493353456
FALSE,Other Color,4.860847124277855
FALSE,Brown,6.344237787171064
FALSE,Brown,4.707401201804921
FALSE,Other Color,4.6934741029081035
FALSE,Other Color,6.163297291019844
TRUE,Other Color,6.388194208969045
FALSE,Brown,4.781339907978073
TRUE,Other Color,4.842918074904293
FALSE,Other Color,6.528522430256052
FALSE,Brown,6.4368811874343574
TRUE,Other Color,6.364990840490635
FALSE,Other Color,4.2881739460527815
FALSE,Other Color,3.6368768658081225
FALSE,Other Color,5.954741798691498
TRUE,Other Color,5.33623232862772
TRUE,Other Color,6.467876512042244
TRUE,Other Color,3.906410677585231
FALSE,Brown,6.950806870037512
FALSE,Other Color,4.673452442018614
FALSE,Other Color,4.854634697635675
FALSE,Other Color,5.260380536609482
FALSE,Brown,4.445924433297463
TRUE,Other Color,5.390482666522846
FALSE,Other Color,4.358498270378938
FALSE,Brown,5.322580533609703
TRUE,Other Color,4.315999187358256
TRUE,Other Color,4.405955531994862
TRUE,Other Color,6.004950945271633
TRUE,Other Color,7.397200753471089
FALSE,Other Color,4.718274670923112
FALSE,Brown,4.401392592220087
TRUE,Other Color,6.155609592137946
FALSE,Other Color,4.732845199801494
FALSE,Other Color,5.685413390257219
TRUE,Brown,3.6715220502522703
FALSE,Brown,5.611908231354984
TRUE,Other Color,7.317014021649086
TRUE,Other Color,5.435391901010149
FALSE,Brown,6.365055078459305
TRUE,Other Color,5.303592309439836
FALSE,Other Color,5.979496559450709
FALSE,Brown,4.725440934514769
FALSE,Brown,4.682384290532738
TRUE,Other Color,5.620913676224896
TRUE,Other Color,5.6884241984667865
FALSE,Brown,6.356125567353555
FALSE,Brown,6.047740724933439
FALSE,Brown,4.36088917344938
FALSE,Other Color,4.701245597405612
FALSE,Other Color,4.798055377417398
TRUE,Other Color,5.847676908480755
FALSE,Other Color,3.582754034420521
FALSE,Brown,6.0925340608453915
TRUE,Other Color,5.238573083030407
FALSE,Brown,5.22735123051849
FALSE,Brown,5.851536142246414
TRUE,Other Color,5.137187868339145
FALSE,Brown,4.397368845313151
TRUE,Other Color,4.480438927254737
FALSE,Brown,4.547212420886723
FALSE,Brown,5.382621470727312
FALSE,Other Color,3.5772730642736543
TRUE,Other Color,3.9366516491787777
TRUE,Other Color,6.0778850017941
FALSE,Brown,4.342202857320572
FALSE,Brown,4.6699823392763795
TRUE,Brown,7.522146129406073
FALSE,Brown,4.694121091116969
FALSE,Brown,4.71752284711165
FALSE,Other Color,5.530691316754545
TRUE,Other Color,6.037823341265656
FALSE,Brown,5.895731804906664
FALSE,Brown,7.793945169989545
FALSE,Other Color,7.06034929519946
TRUE,Other Color,6.440931638764936
FALSE,Brown,3.820974982015838
FALSE,Brown,4.8150719485829185
FALSE,Other Color,2.9266100807549438
TRUE,Other Color,3.8032784838599394
FALSE,Brown,5.341486494135484
TRUE,Brown,5.764946871545162
TRUE,Other Color,4.142988062677146
TRUE,Other Color,4.795195561549588
FALSE,Brown,6.651996450825855
TRUE,Other Color,5.219687734571098
FALSE,Other Color,6.2042167991458985
FALSE,Other Color,5.501131414743199
FALSE,Brown,4.787481940661162
TRUE,Other Color,4.421107370129585
TRUE,Other Color,5.68245978622199
TRUE,Other Color,4.564158399441745
TRUE,Other Color,5.11776412952664
FALSE,Other Color,5.314367407481037
FALSE,Brown,5.0312092156962835
TRUE,Other Color,4.241555873649367
FALSE,Brown,4.014955175243995
FALSE,Brown,5.413344153920093
FALSE,Other Color,5.63870967424455
TRUE,Other Color,5.510299931848419
FALSE,Other Color,5.511060927552336
TRUE,Brown,4.193333261892265
TRUE,Brown,5.024257025082455
FALSE,Other Color,5.751496651196743
TRUE,Brown,6.710477788901109
TRUE,Other Color,4.2764104626904995
FALSE,Other Color,3.3405236308523465
FALSE,Brown,5.214304118513146
TRUE,Other Color,5.562509381949651
FALSE,Other Color,5.899695807900987
FALSE,Other Color,6.455250907305865
FALSE,Other Color,4.9443095954073275
TRUE,Brown,3.957196747029128
FALSE,Other Color,3.404282657394334
FALSE,Brown,3.442263571271525
FALSE,Other Color,4.967041552000972
FALSE,Brown,5.5016503769348875
FALSE,Other Color,4.356139843968775
FALSE,Other Color,6.323107516511036
FALSE,Other Color,5.566695675200474
FALSE,Brown,4.863906537403297
FALSE,Brown,5.787037416008077
FALSE,Brown,5.551887173019957
FALSE,Brown,4.7509132581792075
FALSE,Other Color,5.470030648779255
FALSE,Other Color,6.297584545669763
TRUE,Other Color,6.014534865400059
FALSE,Other Color,5.610509137671627
FALSE,Brown,4.593201105906451
TRUE,Other Color,5.370624766008751
FALSE,Other Color,3.9470090626444474
FALSE,Other Color,5.35150950285731
FALSE,Brown,4.682985087893341
FALSE,Brown,4.270156932710759
FALSE,Other Color,4.091040157351799
TRUE,Other Color,5.25919172862637
FALSE,Brown,4.873241771415013
FALSE,Other Color,4.132321062435139
FALSE,Other Color,5.073854716944043
FALSE,Other Color,6.729616137621127
FALSE,Other Color,6.747228785182276
FALSE,Other Color,4.264435543703773
FALSE,Brown,4.437160889449836
FALSE,Brown,5.165952625833564
TRUE,Other Color,4.861437223546772
TRUE,Other Color,6.989151239987859
FALSE,Brown,5.5946557674610995
FALSE,Brown,5.66853967061225
FALSE,Other Color,5.570326379921746
FALSE,Brown,4.808045804538611
TRUE,Other Color,6.033318816242794
FALSE,Other Color,3.629581209926534
TRUE,Other Color,5.194828614467287
FALSE,Other Color,6.32862880820605
TRUE,Other Color,3.4020819667687077
FALSE,Other Color,3.9620269728959077
FALSE,Other Color,3.882417802681549
FALSE,Brown,5.83170272748502
FALSE,Brown,5.07795428359734
TRUE,Other Color,4.945509437939355
TRUE,Brown,6.034828501873559
TRUE,Other Color,3.384279981593931
FALSE,Brown,6.026620849761676
FALSE,Other Color,4.512325960147816
TRUE,Other Color,5.575614246175027
FALSE,Brown,6.1049626543535815
FALSE,Brown,4.447271202812846
FALSE,Other Color,6.714171381058518
FALSE,Other Color,4.8326157059975365
TRUE,Other Color,6.0114246714841135
FALSE,Other Color,3.3760959076479575
FALSE,Brown,4.228096304698476
FALSE,Other Color,4.910562338079382
FALSE,Brown,6.0466135659579985
FALSE,Other Color,5.10759593695013
FALSE,Other Color,3.588229934817197
FALSE,Brown,5.665558628985185
FALSE,Other Color,5.238363063371038
TRUE,Other Color,6.232482418573821
FALSE,Brown,4.980331068349835
FALSE,Brown,7.299368867178888
FALSE,Brown,3.9896324550961157
FALSE,Brown,5.709595246340912
FALSE,Brown,6.714975640050006
TRUE,Brown,4.841764232456498
TRUE,Other Color,5.8451377807225295
FALSE,Brown,5.454673813449773
FALSE,Other Color,4.609169744488771
FALSE,Other Color,6.662963106434051
FALSE,Brown,4.825545241015982
FALSE,Brown,4.295975768018847
FALSE,Brown,3.190350801229412
TRUE,Brown,6.215030190973114
FALSE,Other Color,3.7581503244547885
FALSE,Brown,5.678103093152941
FALSE,Brown,5.5287298483576786
FALSE,Brown,2.655441530045073
TRUE,Brown,5.428608884761761
FALSE,Other Color,5.082594661300219
FALSE,Other Color,5.776913111507875
TRUE,Other Color,4.29184317781854
FALSE,Brown,6.363381646506802
TRUE,Brown,6.343031757778534
TRUE,Other Color,7.552610068184743
TRUE,Brown,6.763729907587417
TRUE,Other Color,4.360796003425752
TRUE,Other Color,5.273117019324998
FALSE,Brown,4.553783979747429
FALSE,Brown,3.6349441796617787
FALSE,Other Color,3.144210901851678
FALSE,Brown,5.084745057601286
FALSE,Brown,3.9190321775553727
FALSE,Other Color,5.332511789914084
FALSE,Brown,5.908658521978863
TRUE,Other Color,6.436643998187466
TRUE,Brown,5.04448215787877
FALSE,Brown,6.207100296839531
FALSE,Other Color,6.134187788177002
FALSE,Other Color,5.375830259942413
TRUE,Other Color,4.656674981661906
FALSE,Other Color,5.952851288722531
FALSE,Other Color,3.1355353150259098
TRUE,Other Color,6.5387860398709785
FALSE,Brown,6.345734930957747
FALSE,Brown,4.985319944407998
FALSE,Other Color,5.253565796856627
FALSE,Other Color,3.2521634942793076
FALSE,Brown,4.416400583632937
FALSE,Brown,4.643558117215463
FALSE,Other Color,6.866261267806664
TRUE,Other Color,3.700372856400012
FALSE,Brown,4.12680881231479
FALSE,Brown,5.364459200381993
FALSE,Other Color,5.250767533443328
TRUE,Other Color,4.98349296283814
TRUE,Other Color,5.245822802786237
FALSE,Brown,5.877142860125245
FALSE,Brown,4.783330105468072
FALSE,Brown,6.18146249192327
FALSE,Brown,5.8796810580481225
FALSE,Brown,6.844023668169036
FALSE,Other Color,4.734804251096225
FALSE,Other Color,3.9567934494284476
FALSE,Other Color,5.229612336723495
FALSE,Brown,6.021544719142913
TRUE,Other Color,6.586501456786363
TRUE,Other Color,7.149828556294467
FALSE,Brown,3.1488256202329894
TRUE,Other Color,4.807503079702919
FALSE,Brown,6.414802145708951
TRUE,Other Color,4.223860920914742
FALSE,Other Color,4.640716961051409
FALSE,Other Color,3.778689243763765
FALSE,Brown,4.284106667994518
FALSE,Brown,4.380664277596622
FALSE,Other Color,4.1669112730691396
FALSE,Brown,5.658871198532564
FALSE,Other Color,2.8823162947950474
FALSE,Other Color,4.990841882973523
FALSE,Brown,6.553446511010556
FALSE,Brown,3.7396511758780706
FALSE,Other Color,5.467797985222379
TRUE,Other Color,4.034589240590533
FALSE,Other Color,4.708368855036863
FALSE,Brown,5.262602537808821
FALSE,Brown,6.073932621738114
FALSE,Brown,5.335963106998465
FALSE,Brown,4.389007687355798
FALSE,Other Color,5.753500659456487
FALSE,Other Color,3.396141478265928
FALSE,Other Color,5.736754305503236
FALSE,Other Color,4.020707092671379
FALSE,Other Color,3.843272380487363
FALSE,Other Color,5.107948495437491
TRUE,Brown,3.259238482025606
FALSE,Brown,4.402926604026528
FALSE,Brown,4.278799858078778
FALSE,Brown,3.9758431289875853
TRUE,Other Color,5.387475284117434
TRUE,Other Color,5.30759800583989
FALSE,Brown,5.633813352946634
TRUE,Other Color,6.922401187192658
TRUE,Other Color,5.041907214048347
TRUE,Other Color,7.188412772820897
FALSE,Other Color,3.178261745993992
TRUE,Other Color,3.4896125037440244
FALSE,Brown,4.101156984258331
FALSE,Other Color,4.733890350215245
FALSE,Other Color,4.9100426150720535
FALSE,Other Color,6.639687787192574
TRUE,Brown,4.845524782159936
TRUE,Other Color,6.2403842722229905
FALSE,Other Color,5.170212943762884
FALSE,Brown,5.971729796800227
FALSE,Other Color,6.130906603567387
FALSE,Brown,3.266337151668778
FALSE,Brown,5.7326685692160355
FALSE,Other Color,4.54506640931599
FALSE,Other Color,4.535376723711406
TRUE,Brown,4.227539990386191
FALSE,Other Color,4.644394515516817
TRUE,Brown,3.9614000452874256
FALSE,Other Color,4.1746545080615665
TRUE,Other Color,5.2068075535667795
FALSE,Brown,4.847707245249432
FALSE,Other Color,5.745835235315188
FALSE,Other Color,2.7446180468455026
FALSE,Brown,5.931941726220936
FALSE,Brown,5.560062666962608
FALSE,Other Color,3.696574805185144
FALSE,Other Color,4.50951098840513
TRUE,Other Color,4.866365587574167
FALSE,Other Color,4.958717985853051
TRUE,Brown,4.211567073173051
TRUE,Other Color,3.9902579769652022
